Name,Type,Req_id,Prioirity,Description,Measure,Testcase,Covergroup if applicable,From CVA6 Vplan
machine config pointer (MCONFIGPTR),CSR,CVA6V_000,3,"MCONFIGPTR is an MXLEN-bit read-only CSR that holds the physical address of a configuration data structure. Software can traverse this data structure to discover information about the harts, the platform, and their configuration. The pointer alignment in bits must be no smaller than the greatest supported MXLEN: i.e., if the greatest supported MXLEN is 64, then mconfigptr[2:0] must be zero.",Functional Coverage,,CSR,No
machine count inhibit (MCOUNTINHIBIT),CSR,CVA6V_005,2,"MCOUNTINHIBIT controls which of the hardware performance-monitoring counters increment. The settings in this register only control whether the counters increment; their accessibility is not affected by the setting of this register. When the CY, IR, or HPMn bit in the mcountinhibit register is clear, the cycle, instret, or hpmcountern register increments as usual. When the CY, IR, or HPM_n_ bit is set, the corresponding counter does not increment.",Functional Coverage,,CSR,No
machine cycle (MCYCLE),CSR,CVA6V_005,2,MYCYLE is a performance monitoring register that counts the number of clock cycles since the last reset. Verify the it correcly increments per clock and it can be manually set to a pariticular value and increment from that value.,Functional Coverage,,CSR,No
machine cycle high (MCYCLEH),CSR,CVA6V_005,2,Verify that MCYCLEH is equavalent to bits 63 down to 32 of MCYCLE. Writes to MYCYCLEH only modifies the same upper 32-bits.,Functional Coverage,,CSR,No
machine instruction retired (MINSTRET),CSR,CVA6V_005,2,Verify that MINSTRET correctly counts the number of retired instructions. Verify that instructions that cause synchronous exceptions like ECALL and EBREAK do not increment the value in MINSTRET CSR.,Functional Coverage,,CSR,No
machine instruction retired high (MINSTRETH),CSR,CVA6V_005,2,Verify that MINSTRETH is equavalent to bits 63 down to 32 of MINSTRET. Writes to MINSTRETH only modifies the same upper 32-bits.,Functional Coverage,,CSR,No
cycle (CYCLE),CSR,CVA6V_005,2,Verify that CYCLE is a read-only shadow of MCYCLE.,Functional Coverage,,CSR,No
cycle high (CYCLEH),CSR,CVA6V_005,2,Verify that CYCLEH is a read-only shadow of MCYCLEH.,Functional Coverage,,CSR,No
instruction retired (INSTRET),CSR,CVA6V_005,2,Verify that INSTRET is a read-only shadow of MINSTRET.,Functional Coverage,,CSR,No
instruction retired high (INSTRETH),CSR,CVA6V_005,2,Verify that INSTRETH is a read-only shadow of MINSTRETH.,Functional Coverage,,CSR,No
machine high performance monitoring counter  (MHPMCOUNTER3-31),CSR,CVA6V_005,2,"Verify that MHPMCOUNTERn correctly counts the event corresponding to MHPMVENTn. ",Functional Coverage,,CSR,No
machine high performance monitoring event (MHPMEVENT3-31),CSR,CVA6V_005,2,Verify each event setting correspond to the actual scenario/event being counted.,Functional Coverage,,CSR,No
high performance counter (HPMCOUNTER3-31),CSR,CVA6V_005,2,Verify that HPMCOUNTERn is a read-only shadow of MHPMCOUNTERn.,Functional Coverage,,CSR,No
data cache (DCACHE),CSR,CVA6V_001,5,Verify that setting/unsetting of DCACHE CSR enables/disables the data cache.,Functional Coverage,,CSR,No
instruction cache (ICACHE),CSR,CVA6V_001,5,Verify that setting/unsetting of ICACHE CSR enables/disables the instruction cache.,Functional Coverage,,CSR,No
physical memory protection config (PMPCFG0-3),CSR,CVA6V_002,1,"Verify PMPCFG0 and PMPCFG2 for RV64. Since PMP feature is dropped, this will be very low priority/ even NA.",Functional Coverage,,CSR,No
physical memory protection address (PMPADDR0-15),CSR,CVA6V_002,1,"Verify address regions can be set using PMPADDR0 to PMPADDR15. Since PMP feature is dropped, this will be very low priority/ even NA.",Functional Coverage,,CSR,No
unsupported csr,CSR,CVA6V_000,3,"The following registers are not implemented and should result in an exception when accessed: TSELECT, TDATA1-3, VSSTATUS, VSIE, VSIP, VSVTEC, VSSCRATCH, VSEPC, VSCAUSE, VSTVAL, VSATP, HSTATUS, HEDELEG, HIDELEG, HIE, HIP, HVIP, HCOUNTEREN, HTVAL, HTINST, HGEIE, HGEIP, HENVCFG, HGATP, MHPMCOUNTER_3H-31H, HPMCOUNTER_3H-31H",Functional Coverage,,CSR,No
,,,,,,,,
,,,,,,,,
,,,,,,,,
lower level CSR on debug mode,Debug_Mode,CVA6V_015,4,Verify that all CSR can be accessed in debug mode.,Functional Coverage,,CSR,No
entry and exit to and from debug mode,Debug_Mode,CVA6V_015,4,Verify that debug mode can be entered and exited multiple times.,Functional Coverage,,Debug_Mode,No
xdebugver,Debug_Mode,CVA6V_015,4,"Verify whether external debug value is expected. If external debug is supported, verify the specific external debug functionality.",Functional Coverage,,Debug_Mode,No
ebreakm,Debug_Mode,CVA6V_015,4,Verify Environment Breakpoint M-mode. A value of 0 means ebreak instructions in M-mode behave as described in the Privileged Spec. A value of 1 means ebreak instructions in M-mode enter Debug Mode.,Functional Coverage,,Debug_Mode,No
ebreaks,Debug_Mode,CVA6V_015,4,Verify Environment Breakpoint S-mode. A value of 0 means ebreak instructions in S-mode behave as described in the Privileged Spec. A value of 1 means ebreak instructions in S-mode enter Debug Mode.,Functional Coverage,,Debug_Mode,No
ebreaku,Debug_Mode,CVA6V_015,4,Verify Environment Breakpoint U-mode. A value of 0 means ebreak instructions in U-mode behave as described in the Privileged Spec. A value of 1 means ebreak instructions in U-mode enter Debug Mode.,Functional Coverage,,Debug_Mode,No
stepie,Debug_Mode,CVA6V_015,4,Verify Single Stepping Interrupt Enable. A value of 0 means interrupts are disabled during single stepping. A value of 1 means interrupts are enabled during single stepping.,Functional Coverage,,Debug_Mode,No
stopcount,Debug_Mode,CVA6V_015,4,Verify Stop Counters. A value of 0 means counters increment as usual. A value of 1 means any counter while in Debug Mode or on ebreak instructions that cause entry into Debug Mode does not increment.,,,,
stoptime,Debug_Mode,CVA6V_015,4,Verify Stop Timers. A value of 0 means timers increment as usual. A value of 1 means  any hart-local timers  do not increment while in Debug Mode.,Functional Coverage,,Debug_Mode,No
debug cause,Debug_Mode,CVA6V_015,4,"Verify Debug Cause. This field explains why Debug Mode was entered. When there are multiple reasons to enter Debug Mode in a single cycle, hardware sets cause to the cause with the highest priority. A value of 0b001 means an ebreak instruction was executed. (priority 3). A value of 0b010 means the Trigger Module caused a breakpoint exception. (priority 4, highest, but should not happen since it is not supported). A value of 0b011 maens the debugger requested entry to Debug Mode using haltreq. (priority 1). A value of 0b100 means the hart single stepped because step was set. (priority 0, lowest). A value of 0b101 means the hart halted directly out of reset due to resethaltreq. It is also acceptable to report a value of 0b011 when this happens. (priority 2).",Functional Coverage,,Debug_Mode,No
mprven,Debug_Mode,CVA6V_015,4,Verify Debug Modify Privilege Enable. This field enables/disables the modify privilege setting in debug mode. A value of 0 means MPRV in mstatus is ignored in Debug Mode. A value of 1 means MPRV in mstatus takes effect in Debug Mode.,Functional Coverage,,Debug_Mode,No
nmip,Debug_Mode,CVA6V_015,4,"Non-Maskable Interrupt Pending. Since NMI is not supported, verify that this is read always with a 0.",Functional Coverage,,Debug_Mode,No
debug step,Debug_Mode,CVA6V_015,4,"Verify Debug Step. When set and not in Debug Mode, the hart will only execute a single instruction and then enter Debug Mode. If the instruction does not complete due to an exception, the hart will immediately enter Debug Mode before executing the trap handler, with appropriate exception registers set. The debugger must not change the value of this bit while the hart is running.",Functional Coverage,,Debug_Mode,No
debug privilege,Debug_Mode,CVA6V_015,4,Verify Debug Privilege. This field contains the privilege level the hart was operating in when Debug Mode was entered. A debugger can change this value to change the hart’s privilege level when exiting Debug Mode.,Functional Coverage,,Debug_Mode,No
,,,,,,,,
,,,,,,,,
,,,,,,,,
raptor offloading and execution,CVA6V_Specific,CVA6V_011,5,Verify that vector instructions can be offloaded to Raptor speculatively. Also verify that actual computation and execution only happens non-speculatively.,Assertion,,,No
cva6 retirement during raptor busy,CVA6V_Specific,CVA6V_011,5,"Because the vector register file (VRF) is part of Raptor and not directly accessible by CVA6, almost all instructions can be retired by CVA6 once they are not speculative anymore, even though the final result is not yet ready. Verify that CVA6 core retires instruction while Raptor is still executing the same instruction.",Function Coverage,,Instruction_Timing,No
cva6 and raptor concurrency,CVA6V_Specific,CVA6V_011,5,Verify that scalar and vector transactions can be executed concurrently.,Function Coverage,,Instruction_Timing,No
raptor access to L1 memory,CVA6V_Specific,CVA6V_011,5,Verify that Raptor can access all the banks of L1 memory region,Function Coverage,,Memory_Access,No
raptor access to DCache,CVA6V_Specific,CVA6V_011,5,Verify that Raptor can access CVA6's Data Cache.,Function Coverage,,Memory_Access,No
boot address,CVA6V_Specific,CVA6V_011,5,Verify different input boot addresses.,Directed Test,cva6v_boot_addr_test,,No
hart id,CVA6V_Specific,CVA6V_011,3,Verify  different hart ID's and check that is is reflected into the CSR.,Directed Test,cva6v_hart_id_test,,No
L1 memory region input enable,CVA6V_Specific,CVA6V_011,5,Verify that L1 regions can be set using memreg_tcdm_i input.,Directed Test,cva6v_l1_tcdm_test,,No
interrupt sources,CVA6V_Specific,CVA6V_007,4,"Issue interrupt from various sources: irq_i[1:0]: interrupt lines [sip, mip] ipi_i: inter processor interrupt,  time_irq_i: timer interrupt, platform_irq_i[]: platform interrupt, debug_req_i: debug request interrupt,  debug_rst_halt_req_i: halt the core on reset",Directed Test,cva6v_irq_test,,No
debug stop time output,CVA6V_Specific,CVA6V_015,4,debug_stop_time_o: stop the external timer in debug mode. FIXME! Functionality not clear.,Directed Test,cva6v_debug_time_test,,No
hart status,CVA6V_Specific,CVA6V_011,3,"Verify the following output signals: hart_is_wfi_o: hart is waiting for interrupt, hart_unavail_o: hart is unavailable, hart_under_reset_o: hart is undergoing reset",Assertion,,,No
AXI protocol,CVA6V_Specific,CVA6V_011,3,Verify that CVA6V conforms to the AXI protocol as an AXI 4 Master.,AXI VIP Monitor Check,,,No
TCDM /L1 Memory Ports,CVA6V_Specific,CVA6V_011,5,Verify that the memory transcations through mem_req and mem_resp ports are consistent with the sparse memory model at the end of the simulation.,Memory/Scoreboard Check,,,No
Monitoring Signals,CVA6V_Specific,CVA6V_011,2,"Verify that the following monitoring signals are at least toggling (if not functionally tested): perf_cntr_fu_status_o: Status of Raptor's functional units, perf_cntr_dispatch_queue_full_o: Bit indicating whether Raptor's dispatch queue is full, perf_cntr_dispatch_queue_empty_o: Bit indicating whether Raptor's dispatch queue is empty, perf_cntr_commit_queue_full_o: Bit indicating whether Raptor's commit queue is full, perf_cntr_commit_queue_empty_o: Bit indicating whether Raptor's commit , queue is empty",Toggle Code Coverage,,,No
Tracing Probes,CVA6V_Specific,CVA6V_016,4,Verify CVA6 and Raptor trace signals. This is implicitly verified via RVVI.,Functional Coverage,,All instruction related covergroups,No
,,,,,,,,
,,,,,,,,
,,,,,,,,
scalar data hazards,Scenario,CVA6V_003,5,"RAW Hazard, WAR Hazard, WAW Hazard",Functional Coverage,,Pipeline,No
vector data hazards,Scenario,CVA6V_011,5,"RAW Hazard, WAR Hazard, WAW Hazard",Functional Coverage,,Pipeline,No
control hazards,Scenario,CVA6V_003,5,"These are some enumerated ways to introduce control hazard:  1. Write a program with several branch instructions, some taken and some not taken. 2. Use a sequence of branches with predictable patterns (e.g., alternating taken and not taken). 3. Introduce branches that are intentionally mispredicted. 4. Implement speculative execution paths with branches that might or might not be taken.",Functional Coverage,,Pipeline,No
structural hazards,Scenario,CVA6V_003,5,"Structural hazard can be introduced using the following: 1. Shared Functional Units: If multiple instructions need to use a single functional unit (e.g., an ALU, multiplier, or divider) at the same time. 2. Memory Access: When multiple instructions require access to the memory system (instruction fetch, data read/write) simultaneously and there are not enough memory ports. 3. Register File Access: When multiple instructions need to read from or write to the register file at the same time and the register file cannot handle multiple accesses.",Functional Coverage,,Pipeline,No
forwarding,Scenario,CVA6V_003,5,"Forwarding, also known as data bypassing, is a technique to resolve data hazards by directly passing the result of an instruction to subsequent instructions that need it, without waiting for the result to be written back to the register file. When an instruction produces a result, this result is forwarded directly to a later instruction that needs it, bypassing the need to wait for the result to go through the normal pipeline stages.",Functional Coverage,,Pipeline,No
stalling,Scenario,CVA6V_003,5,"Stalling is a technique used to handle data hazards by pausing the pipeline until the necessary data is available. This involves inserting ""bubble"" cycles (no-operation instructions) into the pipeline to delay subsequent instructions.",Functional Coverage,,Pipeline,No
aligned /misaligned accesses,Scenario,CVA6V_003,5,Perform load and stores from and to memory using aligned and misaligned addresses.,Functional Coverage,,Memory,No
nested loops,Scenario,CVA6V_003,5,Perform multiple level of nested loops.,Functional Coverage,,Control Flow,No
nested interrupts,Scenario,CVA6V_007,4,Verify combinations of different interrupt sources and privilege modes.,Functional Coverage,,Interrupt,No
nested exceptions,Scenario,CVA6V_007,4,Verify combinations of different exceptions and privilege modes.,Functional Coverage,,Exceptions,No
cache hit and miss,Scenario,CVA6V_009,4,"Verify that data retrieved from the cache is always correct and consistent with the main memory. Verify the correct implementation of cache replacement policies (e.g., LRU, FIFO, Random). Verify that the system correctly handles cold, conflict, and capacity misses.",Functional Coverage,,Cache,No
return from trap,Scenario,CVA6V_000,3,"Use MRET/SRET instructions. Verify that the m/s/epc register correctly restores the program counter. Check that the m/s/status register correctly restores the processor status, including the interrupt enable bits and previous privilege level. Verify that pending interrupts and exceptions are correctly managed when returning from a trap. ",Functional Coverage,,Privileged_Instructions,No
types of trap,Scenario,CVA6V_000,3,"Generate contained, requested, invisible and fatal traps.",Functional Coverage,,Exceptions,No
hints,Scenario,CVA6V_003,5,Verify that using random hints in between instructions does not alter the state of the processor. CVA6V does not do anything special with HINT instructions.,Functional Coverage,,Hints,No
subnormal arithmetic,Scenario,CVA6V_003,5,"Verify that the FPU correctly represents subnormal numbers. Verify that the FPU correctly performs arithmetic operations involving subnormal numbers, including edge cases. Verify that operations involving small values result in gradual underflow to subnormal numbers  rather than abrupt underflow to zero.",Functional Coverage,,,No
load and stores interchanging increments,Scenario,CVA6V_003,5,"Copy data from one memory location to another using positive/negative/interchanging (+4, -4, +8, -8) increments and different widths",Directed Test,cva6v_asm_ldst_increment_test,,No
load and stores instruction memory access,Scenario,CVA6V_003,5,"Test to read data from instruction memory, different offsets and instructions.",Directed Test,cva6v_asm_ldst_instr_mem_access_test,,No
fpu stall and flush on speculative branches,Scenario,CVA6V_003,5,Exercise stalls / flushes (speculative branches) in between FPU instructions.,Directed Test,cva6v_asm_fpu_flush_and_stall_test,,No
fcsr plus fpu instructions,Scenario,CVA6V_003,5,Combine FCSR access with floating point operations. Test if FPU pipeline is emptied / everything has executed.,Directed Test,cva6v_asm_fpu_fcsr_test,,No
clock gating,Scenario,Extra,3,Verify clock gating by turning on and off the CVA6V clock. The DUT should perform normally upon clock activations.,Directed Test,cva6v_clock_gate_test,,No
random reset,Scenario,Extra,3,Issue reset at random timing and perform recovery instructions.,Directed Test,cva6v_reset_test,,No
